"","Company","Title","Category","Location","Responsibilities","Minimum.Qualifications","Preferred.Qualifications","city","country","job_type","experience","domain","positions","education"
"11","Google","data analyst, consumer hardware","Product & Customer Support","Mountain View, CA, United States","Build and maintain the Support Operations Analytics infrastructure.
Customize and maintain tools to provide insights and visibility into key strategic and operational performance of the organization.
Define and action analysis on operational data sets to provide strategic recommendations to multiple levels of leadership; package analysis for reports and presentations to shape strategic and operational decisions.
Draw insights from analyzing data to improve Support Operations quality and efficiency.
Contribute to strategic planning around product launches.","ba/bs degree in computer science, engineering, economics, business or a related degree, or equivalent practical experience.
4 years of experience in an analytical role such as business intelligence, data analytics, statistical or consulting.
4 years of experience with sql or visualization tools such as tableau.","experience in designing and executing structured analysis, deriving business insights, and evaluating the impact of business decisions.
experience working with and developing for non-technical users (defining requirements, explaining technical concepts to non-technical business users, etc).
experience with scripting languages and business intelligence tools.
demonstrated ability to analyze complex data-sets in a fast-paced environment, with the ability to work strategically and objectively.
ability to deal with and prioritize multiple priorities while driving towards pragmatic decisions.
excellent oral and written communication skills, with the ability to communicate findings in a structured and clear manner to a non-technical audience.","Mountain View"," United States","Full-time",4,"other","analyst","bs"
"12","Google","partner onboarding manager (americas)","Partnerships","Seattle, WA, United States","Serve as point of contact for Partners and manage consistent and operationally efficient “Partner first” business practices to onboard and support our partners through their partnership lifecycle.
Understand and propose the necessary systems and process changes to reduce friction for our partners and Sales teams.
Contribute to the development of existing and future state Partner Onboarding activities and initiatives that develop ongoing touch points with Partners to increase their success with Google Cloud.
Promote new initiatives and offers proactively to our partners in a scalable fashion that energizes our partner ecosystem.","bachelor's degree or equivalent practical experience.
5 years of experience in program management, partner development and/or channel sales roles in the business technology market.","master's degree in technical field (computer science/software engineering) or an mba.
10 years of partner programs experience at an enterprise software (or cloud) company and experience with competitive partner programs.
experience in transition channel models to include cloud, saas, services and advisory programs.
ability to collaborate and build relationships with individuals of varying levels of experience and department functions.
passionate about the partners, possessing the drive to achieve quick results, and have the capacity to assume increasing responsibility in a highly successful, fast-paced global organization.
exceptionally strong communication skills with the ability to effectively converse with partners, resolve conflict, deliver presentations, and design scalable email correspondence for partners.","Seattle"," United States","Full-time",5,"partner","manager","bachelor"
"13","Google","associate account strategist (ukrainian), gms sales","Technical Solutions","Dublin, Ireland","Implement creative ways to improve our customer relationships, tailor and share online marketing strategy suggestions, and promote other Google products.
Communicate with customers proactively, via phone and email.
Provide strategic advice and help our advertisers get the best experience from their investment by working with them in a consultative role.
Deliver consistently against strategic goals while prioritizing and delivering an outstanding customer sales experience to Google's advertisers.","bachelor's degree or equivalent practical experience.
experience or internship experience in sales, customer support, account management, marketing or consulting.
ability to speak and write in english and ukrainian fluently and idiomatically.","experience in leading, motivating and working well with others. demonstrated bias to teamwork.
demonstrated record in managing and customizing experience to a customer base.
ability to multi-task and manage multiple projects at a time while paying attention to detail.
interest in working toward strategic goals.
proactive, independent worker who is highly organized and interested in the difference they can make through their individual contribution.","Dublin"," Ireland","Full-time",0,"account","strategist","bachelor"
"14","Google","survey lead, google cloud support","Product & Customer Support","New York, NY, United States","Develop and track core metrics across all Google Cloud products, including overall satisfaction, customer effort, net promoter score (NPS), partner satisfaction, etc.
Build and maintain reports, dashboards and metrics to monitor the performance of the program
Apply quantitative analysis, data mining and data presentation to provide meaningful business insights to stakeholders (with support from data scientists)
Provide insights that influence and drive actions/improvements across the customer journey
Demonstrate ability to manage risks at the operational level to ensure smooth execution of survey launches","ba/bs degree in a technical or quantitative/business-oriented field or equivalent practical experience.
5 years of experience in market research or survey analytics, working across multiple functional support and operational areas. experience leading and delivering customer initiatives, including blending survey data with customer insights and measuring success using customer satisfaction metrics.
experience writing sql queries and working with statistical analysis in spss, r, python and/or tableau.
experience with data analysis, principles of experiment design, survey design and analysis, clickstream analysis and qualitative research.","mba, ms or phd degree in a related or quantitative field.
experience in a multi-channel client/customer support environment (e.g., email, phone, chat, social), and passion to drive collaboration and deliver executive-level presentations.
capability to think strategically, balancing a broad range of internal and external factors when identifying problems, proposing solutions, and making decisions
passion for technology and an ability to identify new opportunities, drive collaboration and deliver high-quality, complex projects across teams.
demonstrated ability to build strong relationships at all levels as a cross-functional influencer.
ability to consistently deliver quality outputs in a high paced and dynamic environment, work through ambiguity, with an ability to work to tight deadlines.","New York"," United States","Full-time",5,"cloud","lead","bs"
"15","Google","solution architect, google cloud platform (apigee)","Technical Solutions","Amsterdam, Netherlands","Produce required design specifications, provide technical leadership and architectural mentorship and help customers build quality technical solutions/implementations with on-premises, cloud and hybrid cloud-based Apigee solution.
Work closely with geographically distributed Apigee and Customer project teams to align the technical requirements and the solution design with the customer's business drivers and in order to demonstrate our value.
Act as a liaison for the engineering and product teams to commercialize solutions with partners and customers.
Travel up to 50% of the time.","ba/bs degree in a technical or engineering field or equivalent practical experience.
programming experience in one or more of the following: java, python, javascript, nodejs, c#, net, ruby.
ability to speak and write in english and german or french fluently and idiomatically.","experience with or deep understanding of private, public and hybrid cloud design considerations and limitations in the areas of virtualization and global infrastructure, distributed systems, load balancing and networking, and security.
experience in architecting and/or implementing api based solutions with sound hands-on familiarity with related standards such as http, rest, soap and oauth.
ability to communicate effectively and influence stakeholders in internal and external engineering teams, product development teams, sales operations teams as well as external google partners and end consumers.
excellent presentation, verbal and written communication skills.","Amsterdam"," Netherlands","Full-time",0,"cloud","architect","bs"
"17","Google","machine learning product specialist, google cloud (emea)","Technical Solutions","Frankfurt, Germany","Work as part of the Sales team to identify and qualify Platform opportunities and determine if Google Cloud Platform is right for them. Identify business and technical requirements, conduct full technical discovery and architect client solutions to meet gathered requirements.
Take responsibility for leading the technical project, including such activities as technology advocacy, supporting bid responses, product and solution briefings, proof-of-concept work, and the coordination of supporting technical resources.
Work hands-on with Google Cloud Platform products to demonstrate and prototype integrations in customer/partner environments. Travel frequently around EMEA for meetings, technical reviews and onsite delivery activities.
Prepare and deliver product messaging in an effort to highlight Google Cloud Platform value proposition using techniques to include whiteboard and slide presentations, product demonstrations, white papers, trial management and RFI response documents.
Make recommendations on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution providing best practice advice to customers to optimize Google Cloud Platform effectiveness.","ba/bs degree in computer science or a related software engineering field, or equivalent practical experience.
experience across cloud computing (infrastructure, storage, platforms and data), as well as cloud market, competitive dynamics and customer buying behavior.
experience working with technologies in the machine learning/big data ecosystem.
ability to speak and write in english fluently and idiomatically.","master's degree in computer science or a related technical technical field.
experience writing code for machine learning purposes. experience with big data and platform/infrastructure-as-a-service (paas/iaas) technologies.
ability to advise customers on how to collect data for a given problem, clean it, visualize it, extract features from it and choose the right type of learning algorithm.
ability to explain and demystify relevant techniques to those who are new to machine learning, with the ability to advise customers on making tradeoffs.
ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the cloud technology space.","Frankfurt"," Germany","Full-time",0,"cloud","machine learning","ms"
"18","Google","software engineering manager, cloud storage, site reliability engineering","Software Engineering","Dublin, Ireland","Lead a team of software and systems engineers on cloud storage products used and enjoyed by users worldwide and be directly responsible for Google's stellar uptime record.
Manage end-to-end availability and performance of mission critical services and build automation to prevent problem recurrence. Eventually automate response to all non-exceptional service conditions.
Lead by example, care for your team, and establish credibility with the quality of your own and your team's technical execution.
Manage on-call rotations across continents, using a follow-the-sun model.
Design, write and deliver software to improve the availability, scalability, latency, and efficiency of Google's services.","ba/bs degree in computer science or related technical field, or equivalent practical experience
experience in one or more of c, c++, java, go or python
experience working with cloud storage services.
experience with unix/linux systems with scripting experience in shell, perl or python.","hands-on technical experience.
capable of technical deep-dives into code, networking, operating systems and storage, yet verbally and cognitively agile enough to hold your own in a strategy discussion with google's executive team.
proficiency in algorithms, data structures, complexity analysis and software design and/or expertise in unix/linux systems, ip networking, performance and application issues.
demonstrated expertise in recruiting and managing a team of enthusiastic, experienced engineers on large scale projects.
expertise in problem solving and analyzing global scale distributed systems.
effective management and communication skills.","Dublin"," Ireland","Full-time",0,"cloud","engineer","ms"
"19","Google","global supply chain manager, display/touch, consumer hardware","Hardware Engineering","Xinyi District, Taiwan","Develop and implement global supply chain strategies.
Manage suppliers to ensure material availability and readiness for the development builds and mass production.
Serve as the escalation point for all supplier related issues in mass production.
Understand component lead time and evaluate associated supply chain risks.","ba/bs in electrical engineering, mechanical engineering or related engineering field or equivalent practical experience.
3 years of experience in the technology industry in procurement or supply chain management or equivalent experience.","5 years of relevant work experience in global supply chain management within consumer electronics with knowledge of manufacturing and supply chain processes.
demonstrated experience collaborating and working cross-functionally with engineering teams and product teams. experience working and partnering with suppliers.
experience managing overall ramp readiness with engineering, operations, and supplier teams.
experience with commodities such as displays, touch and cover glass.
excellent communication, sourcing, consultation and collaboration skills.
ability to travel as needed.","Xinyi District"," Taiwan","Full-time",3,"other","manager","bs"
"20","Google","technical program manager, asic development","Program Management","Sunnyvale, CA, United States","Plan, coordinate, and deliver platforms hardware products.
Lead creating and maintaining credible and data-driven schedules and milestones.
Engage in technical and schedule tradeoff discussions.
Manage teams through design, development, test, manufacturing, deployment, and sustaining activities for hardware products.
Collaborate with engineering and operations teams to understand requirements and articulate the value proposition of engineering projects.","bs degree in electrical engineering, computer engineering, computer science, or related field or equivalent practical experience.
5 years of experience with asic development.
2 years of experience in a project management (or equivalent) role for the development of hardware or software systems in a cross-functional, cross-organizational context.","master's or phd degree in engineering.
experience as an engineer developing hardware or software systems and experience with chip development.
experience with asic methodologies, ip design, and leading tapeouts.
track record of successful execution within resource and schedule constraints.
ability to motivate and focus a large collaboration to reach challenging goals.
outstanding communication and facilitation skills.","Sunnyvale"," United States","Full-time",5,"other","manager","ms"
"21","Google","quantitative analyst, ads quality","Product & Customer Support","Zürich, Switzerland","Apply advanced statistical methods and work with large, complex data sets.
Solve difficult, non-routine challenges, and clearly communicate highly technical results and methods.
Interact cross-functionally with a wide variety of people and teams.
Lead investigations into multiple streams of ads quality data.","phd in statistics or econometrics or a related field, or equivalent practical experience.
experience in the analysis and modeling of data.
experience with r, python, or matlab.","relevant industry or research experience.
familiarity with both classical and bayesian inference.
familiarity with experimental design principles.
ability to draw conclusions from data and recommend actions.
demonstrated willingness to both teach others and learn new techniques.","Zürich"," Switzerland","Full-time",0,"quality","analyst","phd"
"22","Google","software engineer manager, tools and infrastructure","Software Engineering","London, United Kingdom","Build and manage an engineering productivity team focused on improving testability of the Google’s diverse project areas and platforms.
Create the next generation developer infrastructure for Google, focusing on developer experience, integration and scalability.
Define team strategy and roadmap, and drive adoption of test infrastructure across several product areas.
Manage the development of engineers on your teams through project and task assignment, individual coaching and identifying relevant training classes.
Provide knowledge in the application of Machine Learning to engineering productivity challenges, driving the creation of innovative tools with Google-wide impact.","ba/bs degree in computer science or other related field, or equivalent practical experience.
experience in one or more of the following programming languages: java, c++ and/or python.
experience in engineering in a technical lead and/or managerial capacity.","master's degree or phd in computer science, artificial intelligence, machine learning or related technical field.
experience in technical leadership and people management (managing teams of developers).
experience managing in a test-driven development environment, and dealing with code refactoring and code bottleneck issues.
experience in front-end, web testing infrastructure, distributed systems and architecture.
experience in building test automation frameworks and tools for scalable serving components.","London"," United Kingdom","Full-time",0,"software","engineer","bs"
"23","Google","head of professional services","Program Management","London, United Kingdom","Set the standard for successful delivery and execution regarding customer engagements. Lead by example when it comes to making customers in your region successful.
Share best practices proactively with your counterparts in other regions. Emphasize shared success across your team and across regions.
Establish and maintain your team’s position as key strategic advisor to business executives and IT stakeholders for Google Cloud’s accounts, ensuring their business priorities are met using Google Cloud solutions.
Work with customer technical leads, client executives, and partners to manage and deliver successful migrations to Google Cloud solutions.
Build the capabilities of Google’s channel partners in your region by establishing Professional Services Organization (PSO)/partner go-to-market strategies, and by actively developing and sharing best practice recommendations gained during customer engagements.","ba/bs degree or equivalent practical experience.
experience in creating and implementing public/hybrid cloud solution architectures or large-scale enterprise infrastructure migration plans.
experience in managing, scaling and running a technical team using a data-driven approach. experience in onboarding, mentoring and professionally contributing to the development of teammates.
ability to travel, both domestically and internationally, up to 30% of the time as required.","experience in application/workload migration with cloud-based enterprise solutions (e.g. aws, azure or google cloud platform, etc).
experience in working with channel partners, systems integrators, and third party developers to deliver successful solutions.
demonstrated experience in account management, client service and/or management consulting
demonstrated ability to present technical materials effectively to diverse stakeholder groups, and to engage effectively with senior executives of large enterprises on both technical and non-technical matters.
ability to work effectively with a cross-functional and geographically dispersed team and customer base.","London"," United Kingdom","Full-time",0,"other","head","bs"
"24","Google","survey lead, google cloud support","Product & Customer Support","Sunnyvale, CA, United States","Develop and track core metrics across all Google Cloud products, including overall satisfaction, customer effort, net promoter score (NPS), partner satisfaction, etc.
Build and maintain reports, dashboards and metrics to monitor the performance of the program
Apply quantitative analysis, data mining and data presentation to provide meaningful business insights to stakeholders (with support from data scientists)
Provide insights that influence and drive actions/improvements across the customer journey
Demonstrate ability to manage risks at the operational level to ensure smooth execution of survey launches","ba/bs degree in a technical or quantitative/business-oriented field or equivalent practical experience.
5 years of experience in market research or survey analytics, working across multiple functional support and operational areas. experience leading and delivering customer initiatives, including blending survey data with customer insights and measuring success using customer satisfaction metrics.
experience writing sql queries and working with statistical analysis in spss, r, python and/or tableau.
experience with data analysis, principles of experiment design, survey design and analysis, clickstream analysis and qualitative research.","mba, ms or phd degree in a related or quantitative field.
experience in a multi-channel client/customer support environment (e.g., email, phone, chat, social), and passion to drive collaboration and deliver executive-level presentations.
capability to think strategically, balancing a broad range of internal and external factors when identifying problems, proposing solutions, and making decisions
passion for technology and an ability to identify new opportunities, drive collaboration and deliver high-quality, complex projects across teams.
demonstrated ability to build strong relationships at all levels as a cross-functional influencer.
ability to consistently deliver quality outputs in a high paced and dynamic environment, work through ambiguity, with an ability to work to tight deadlines.","Sunnyvale"," United States","Full-time",5,"cloud","lead","bs"
"25","Google","technical trainer manager, google cloud","Program Management","Sunnyvale, CA, United States","Manage a global team of Technical Trainers.
Grow the team to achieve staffing goals while ensuring high training standards are maintained.
Optimize the performance of the Training team by ensuring the team has access to the necessary resources, assets, networks and tools.
Ensure best training practices are shared across the global team.
Work cross-functionally with the Curriculum Development team to ensure an effective feedback loop is in place between instructors and that team. Optimize delivery schedules to ensure alignment with business goals.","7 years of experience in a technical training role.
5 years of experience in a management role.
experience in managing team of technical trainers.","experience with cloud infrastructure, data and/or machine learning, with an understanding of cloud technologies.
experience working in a global team.
comfort with working in a fast-growing, dynamic and ambiguous environment.
effective interpersonal skills, with the ability to work in a cross-functional organization.
travel internationally as required.","Sunnyvale"," United States","Full-time",7,"cloud","manager","other"
"26","Google","partner sales engineer, google cloud","Technical Solutions","München, Germany","Work with Partner Managers to identify and recruit partners in the market that can deliver innovative solutions to our customers, built on top of Google Cloud (Google Cloud Platform and G Suite).
Develop our partners’ technical teams with both sales and technical competencies, so that they can be successful in the market.
Keep partners up-to-date with product and technical knowledge and market differentiators.
Work with partner technical representatives in opportunities and projects, complementing their skill and guaranteeing high quality customer deliverables. Advise on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution providing “best practice” advice to customers and partners to optimize Google Cloud effectiveness.
Act as a technical advocate within Google for our partners in order to help provide feedback from the field, as well as to present on their behalf.","bachelor's degree in computer science or a related technical field or equivalent practical experience.
experience serving in the capacity of a technical sales engineer in a cloud computing environment, or equivalent experience in a customer and/or partner-facing role (including working as a member of a professional services, solutions architect or systems engineering team).
ability to speak and write in english and a local language (german, arabic, italian, polish, romanian) fluently and idiomatically.
ability to travel up to 40% of the time as required to visit partners across a defined geographic territory.","experience in, and understanding of, data and information management, especially as it relates to big data trends and issues within businesses. experience using and/or managing databases.
experience working with linux. experience with software lifecycle and build tools as well as experience architecting and developing software for scalable, distributed systems.
experience architecting and developing solutions for scalable, distributed systems.
knowledge of enterprise networking and identity management systems. knowledge of big data, paas, saas, iaas, public cloud, and related industry and technical concepts, as well as working knowledge of web application development platforms and related technologies.
ability to craft a compelling message and tailor it for a given audience. ability to mix deep technical expertise with simple, everyday language to deliver a story that is memorable and useful.
ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the cloud technology space.","München"," Germany","Full-time",0,"partner","engineer","ms"
"27","Google","technical solutions engineer, chrome and android, google cloud","Technical Solutions","Zürich, Switzerland","Obtain and maintain an in-depth understanding of Google's product technology, architecture and implementation. Cultivate and transfer knowledge to Google’s support groups.
Guide or perform design and implementation of new support, productivity or investigation tools in order to increase efficiency for the technical support process.
Act as a consultant and knowledge base for Product Managers, Sales Engineers, Technical Account Managers, and Deployment Specialists, resolving technical deployment obstacles, improving the product's vision and making Google customers successful.
Work closely with multiple Google Product Management and Software Engineering teams on understanding ways to improve the product. Interact with Quality Assurance (QA) teams to drive exceptional testing quality.
Diagnose and resolve complex customer problems for the Google Chrome product area in an engineering support function, as part of a global 24x7 global team.","bachelor's degree in computer science, or a related technical field, or equivalent practical experience.
experience in technical support, professional services, engineering, sustaining engineering, or systems engineering.
ability to undergo additional background check clearance to work with government clients.","hands-on experience implementing, troubleshooting, and supporting internet-based applications, web servers, mail servers (e.g. exchange, lotus, sendmail, or postfix), and linux/unix operating systems. experience with identity management or directory services (e.g. ldap, ad, etc).
experience with managing hosted services/saas. familiarity with programming/scripting (i.e. one or more of java, c, c++, .net, python, shell, perl, javascript). experience with various dbms, data mining and analysis.
demonstrated network administration and troubleshooting skills, with an understanding of linux/unix system administration. understanding of web and mail-related standards, such as http, html, xml, cookie-based sso, and smtp.
demonstrated resourcefulness and attention to detail, with the ability to keep pace with rapid changes in enterprise products.
effective communication skills, both written and verbal, along with outstanding troubleshooting, follow-through and problem-solving skills.","Zürich"," Switzerland","Full-time",0,"android","engineer","ms"
